"id","issue_id","body","created_at","updated_at","user_id","_fivetran_synced"
"1352290835","1478151646","looks good to me! only addition i'd make is to the changelog -- maybe add the code for how they could essentially recreate the deleted `stripe__subscription_line_items` model","2022-12-14 22:15:28.000000 UTC","2022-12-14 22:15:28.000000 UTC","65564846","2024-08-07 21:43:48.849000 UTC"
"1352740177","1477076384","> looks pretty good to me! just spotted a couple of places where we need to update the price variable name (though i suppose this will be merged with the other PR where you already did that 🤷 )

Thanks @fivetran-jamie yeah it doesn't hurt, I added your changes in 👍 
","2022-12-15 08:54:21.000000 UTC","2022-12-15 08:54:21.000000 UTC","91097070","2024-08-07 21:43:48.849000 UTC"
"1217161207","1235727576","should this get merged? ","2022-08-16 21:01:55.000000 UTC","2022-08-16 21:01:55.000000 UTC","65564846","2024-08-07 21:43:48.014000 UTC"
"1217161615","1294460463","should this get merged?","2022-08-16 21:02:22.000000 UTC","2022-08-16 21:02:22.000000 UTC","65564846","2024-08-07 21:43:48.014000 UTC"
"1370374471","1433425697","Closing this as PR #48 has been merged and released. The package is now using the latest version of dbt-utils","2023-01-04 00:56:03.000000 UTC","2023-01-04 00:56:03.000000 UTC","74217849","2024-08-07 21:43:48.849000 UTC"
"1077730911","1120843886","I just wanted to provide an update here that I have not been able to get a strong understanding around the best path forward with this open issue. The limitation of not having production data is seemingly one of the largest blockers for testing out the behaviors.

If anyone else that comes along to this thread has some insight or commentary to provide, we would extremely welcome it! In the meantime I will keep investigating.","2022-03-24 15:05:38.000000 UTC","2022-03-24 15:05:38.000000 UTC","74217849","2024-08-07 21:43:48.013000 UTC"
"1077731668","1121059951","The merged PR above resolved this issue and the fix is live in the latest version of the package.","2022-03-24 15:06:20.000000 UTC","2022-03-24 15:06:20.000000 UTC","74217849","2024-08-07 21:43:48.013000 UTC"
"1077731929","1121064129","The merged PR above resolved this issue and the fix is live in the latest version of the package.","2022-03-24 15:06:35.000000 UTC","2022-03-24 15:06:35.000000 UTC","74217849","2024-08-07 21:43:48.013000 UTC"
"1077732190","1120801855","The merged PR above resolved this issue and the fix is live in the latest version of the package.","2022-03-24 15:06:50.000000 UTC","2022-03-24 15:06:50.000000 UTC","74217849","2024-08-07 21:43:48.013000 UTC"
"1670754085","1838674502","Hey Eric, thanks for reaching out about this and we're glad that you are finding value out of Stripe data. 

Considering that your organization uses DuckDB it definitely makes sense that you would like destination support there. Since Fivetran currently does not support DuckDB as a database we would not make this change ourself, however if you are open to creating a PR for the addition our team would happily review it and include the update in our package.  

I noticed you are interested in coming to our office hours however I do not that you scheduled any time with us yet. If you would like some assistance with creating the PR, you can schedule time for office hours using [this link](https://calendly.com/fivetran-solutions-team/fivetran-solutions-team-office-hours). ","2023-08-09 06:35:51.000000 UTC","2023-08-09 06:35:51.000000 UTC","117408614","2024-08-07 21:43:49.273000 UTC"
"783815496","811972415","@MarkMacArdle thanks for surfacing this issue! I just pushed changes to update this. 

I've released version 0.2.1, which will have these changes.  Once this version is published to the hub (generally happens within 24 hours), you will be able to upgrade on your side.

Thanks!","2021-02-23 02:15:21.000000 UTC","2021-02-23 02:15:21.000000 UTC","54283769","2024-08-07 21:43:47.625000 UTC"
"2266138011","2338604057","Closing this as PR #82 will address this","2024-08-02 20:58:57.000000 UTC","2024-08-02 20:58:57.000000 UTC","74217849","2024-08-07 21:43:49.273000 UTC"
"1081913455","1184917439","Hi @shaon-chowdhury thanks so much for opening this issue 👋 

If you do not have the `subscriptions` source table, then you will still be able to leverage this dbt package by [disabling the subscription models](https://github.com/fivetran/dbt_stripe#disabling-models). To do so, you can add the following to your `dbt_project.yml`

```yml
vars:
    using_subscriptions:   False
```

Let me know if you have any other questions!","2022-03-29 14:03:56.000000 UTC","2022-03-29 14:03:56.000000 UTC","74217849","2024-08-07 21:43:48.013000 UTC"
"1082460486","1184917439","@fivetran-joemarkiewicz thanks for your help! Still confused as to why Fivetran does not export the subscription table but I'll reach out to their support","2022-03-29 23:19:07.000000 UTC","2022-03-29 23:19:07.000000 UTC","5836421","2024-08-07 21:43:48.013000 UTC"
"1083180839","1184917439","Of course, happy to help! 

When I have seen tables like this not being synced in the past it is usually because there isn't any data available from the endpoint. However, if you have the other subscriptions tables then I would wonder why the base table isn't being synced either. Reaching out to support would be the best next step.

Thanks!","2022-03-30 14:03:12.000000 UTC","2022-03-30 14:03:12.000000 UTC","74217849","2024-08-07 21:43:48.013000 UTC"
"1083186767","1185564830","Hi @d3ad-pix3l thanks so much for opening this feature request.

Before we talked further about this feature, I did want to bring light to the `metadata` fields that are synced within the Fivetran Stripe connector. This field is a JSON object that contains extra fields and information related to your base tables that weren't awarded their own specific field. This is usually due to the fact that not all customers may have these fields. 

Do you by chance see the `paid_out_of_bond` field within the `metadata` JSON object of your invoice table? If so, you can leverage the feature of this package to [pivot out a metadata field](https://github.com/fivetran/dbt_stripe#pivoting-out-metadata-properties) in order to leverage it in your down stream analysis.

Let me know if this was helpful. If you are unable to find that field in the metadata object then we can chat more about the possible implementation of this feature.

Thanks!","2022-03-30 14:08:11.000000 UTC","2022-03-30 14:08:11.000000 UTC","74217849","2024-08-07 21:43:48.013000 UTC"
"1083453923","1185564830","@fivetran-joemarkiewicz I checked the `metadata` column on the `invoice` table and did not see this value. Looking in Stripe's UI and their Sigma reporting solution I do not see this value in the metadata. In the Sigma reporting it is a separate column on the `invoices` table.","2022-03-30 18:07:46.000000 UTC","2022-03-30 18:07:46.000000 UTC","24665116","2024-08-07 21:43:48.013000 UTC"
"1083599809","1185564830","Ah I see this is a field that doesn't exist within the `metadata` column or in the source table at all. If that is the case, then I actually feel that a better first step would be to see if this is something that could be brought into the connector. 

Since there doesn't seem to be a very clear and direct way to identify if an invoice was paid_out_of_bound, I am leaning towards trying to bring the field into the connector instead of attempting to recreate in the dbt package. It actually looks like another customer was hoping to do the same with their [Feature Request](https://support.fivetran.com/hc/en-us/community/posts/4413583931031-Connector-Improvement-Add-out-of-band-amount-column-to-Stripe-s-credit-note-table). I think a best next step would be for you to upvote that FR and comment your need for the field within the invoice table. 

Reaching out to your account rep should also be able to get more eyes on this to be integrated into the connector. Let me know if you have any other questions!","2022-03-30 20:35:35.000000 UTC","2022-03-30 20:35:35.000000 UTC","74217849","2024-08-07 21:43:48.013000 UTC"
"1083619197","1185564830","@fivetran-joemarkiewicz That makes sense. I was told to create the issue here, but think there might have been some confusion about the ask and what was currently being supported. I have followed and voted the linked feature request and will send an email to our rep. Thanks for your help.","2022-03-30 20:58:19.000000 UTC","2022-03-30 20:58:19.000000 UTC","24665116","2024-08-07 21:43:48.013000 UTC"
"1083623398","1185564830","Happy to help @d3ad-pix3l 

Yeah I would be happy to support this within the package but it seems like there would be too many edge cases that we wouldn't be able to account for in our logic if we implemented a transformation to recreate the field. Since it seems to be a similar request from other customers, it may be the most beneficial to add this field into the connector itself. I would rather have the connector produce something 100% accurate than try our best to recreate the field in the dbt package and see it not work in all cases. 

I will close this issue as your rep will be able to direct you in the right place following our discussion here. Feel free to have the rep loop me into your correspondence if I can help provide any clarification 😄 ","2022-03-30 21:03:53.000000 UTC","2022-03-30 21:03:53.000000 UTC","74217849","2024-08-07 21:43:48.013000 UTC"
"1233381183","1235727576","> should this get merged?

We should merge this in the near future. Let's plan to include this in our next breaking change release.","2022-08-31 20:19:40.000000 UTC","2022-08-31 20:19:40.000000 UTC","74217849","2024-08-07 21:43:48.014000 UTC"
"2125176863","2309523486","Hi @sbailliez, we've noted that the livemode should be syncing as `boolean` instead of `character varying` in the Fivetran connector, which should then help resolve this. Our team's made been aware of this bug. 

To also substantiate this, I would imagine the other models that contain `livemode` are running successfully, given the field's synced correctly as boolean in those respective objects-- can you confirm all other models are ran successfully (`stg_stripe__invoice`, `stg_stripe__credit_note_line_item`, `stg_stripe__payout`, etc)?","2024-05-22 16:10:39.000000 UTC","2024-05-22 16:10:39.000000 UTC","91097070","2024-08-07 21:43:49.273000 UTC"
"2125627126","2309523486","@fivetran-reneeli I don't use invoices or credit note but no problem for payout. If the data type can be changed in the fivetran  etl that would indeed be a lot better! I'm sticking to stripe 0.9.0 for now. 

Are you planning a release to allow override?

(also apologies but noticed I made a mistake and should have opened that in stripe_source)","2024-05-22 19:47:31.000000 UTC","2024-05-22 19:47:31.000000 UTC","159990","2024-08-07 21:43:49.273000 UTC"
"1238641487","1284004042","The latest release of the dbt_stripe package accounts for this issue.","2022-09-06 20:56:58.000000 UTC","2022-09-06 20:56:58.000000 UTC","74217849","2024-08-07 21:43:48.014000 UTC"
"2127444314","2309523486","Thanks @sbailliez! And yes we will aim to work on this in our upcoming sprint that starts mid next week. Just a note we will be at a company offsite so may be slow the first few days to respond.

However, if you are interested in contributing a PR we would be happy to review the PR sooner. We would just plan to modify the `livemode_predicate` macro in the source package to use the adapter dispatch (like we see in our [other package specific macros](https://github.com/fivetran/dbt_facebook_ads/blob/main/macros/facebook_ads_extract_url_parameters.sql) ).
","2024-05-23 15:37:31.000000 UTC","2024-05-23 15:37:31.000000 UTC","91097070","2024-08-07 21:43:49.273000 UTC"
"1094603968","1184917439","Looking at the ERD [here](https://docs.google.com/presentation/d/1zyxgbaOjgBt3NsY0OfsiGsWDIefcBc-R1lHWlMltCYU/edit#slide=id.gd0264d4694_14_1), it looks like the `subscription` table is now `subscription_history` if I'm not mistaken. 

I've been running into the error as @shaon-chowdhury. Is there a way using this package that I can remap `subscription` to `subscription_history`? 

I just started using dbt today so I apologize if I'm missing something obvious.","2022-04-11 06:30:39.000000 UTC","2022-04-11 06:30:57.000000 UTC","37898062","2024-08-07 21:43:48.014000 UTC"
"1095072678","1184917439","Hi @rhinck you can in fact remap the package to point at the `subscription_history` table instead. To do so you can add the following to your `dbt_project.yml`

```yml
##dbt_project.yml

vars:
   subscription: ""database.schema.subscription_history""
```

Likewise, if you would like to create your own source file that includes the `subscription_history` table then you can leverage the dbt source macro, otherwise the above will work just fine.

Further, this is being discussed in more detail within this [PR](https://github.com/fivetran/dbt_stripe_source/pull/37). I hope to have a more permanent solution in place once this PR is merged.","2022-04-11 13:45:29.000000 UTC","2022-04-11 13:45:29.000000 UTC","74217849","2024-08-07 21:43:48.014000 UTC"
"1095497406","1200401179","This can be tested using the following `packages.yml` config.

```yml
packages:
  - git: https://github.com/fivetran/dbt_stripe.git
    revision: bugfix/nachimehta-subscription-history
    warn-unpinned: false
```","2022-04-11 19:50:27.000000 UTC","2022-04-11 19:50:27.000000 UTC","74217849","2024-08-07 21:43:48.014000 UTC"
"1245439835","1371444129","Hi @nbenezri would you be able to share a snippet of your variables in your root dbt_project.

Defining the variables the way you have shown above should work. I would be curious if maybe there is an error with how the variables are defined within your project.","2022-09-13 13:47:40.000000 UTC","2022-09-13 13:47:40.000000 UTC","74217849","2024-08-07 21:43:48.014000 UTC"
"1245454873","1371444129","In `stripe__customer_overview` I see the additional column. But for the rest, I do not see.

```
[nir@dba-dev fivetran_dbt]$ cat dbt_project.yml 

# Name your project! Project names should contain only lowercase characters
# and underscores. A good package name should reflect your organization's
# name or the intended use of these models
name: 'fivetran_dbt'
version: '1.0.0'
config-version: 2

# This setting configures which ""profile"" dbt uses for this project.
profile: 'fivetran_dbt'

# These configurations specify where dbt should look for different types of files.
# The `model-paths` config, for example, states that models in this project can be
# found in the ""models/"" directory. You probably won't need to change these!
model-paths: [""models""]
analysis-paths: [""analyses""]
test-paths: [""tests""]
seed-paths: [""seeds""]
macro-paths: [""macros""]
snapshot-paths: [""snapshots""]

target-path: ""target""  # directory which will store compiled SQL files
clean-targets:         # directories to be removed by `dbt clean`
  - ""target""
  - ""dbt_packages""


# Configuring models
# Full documentation: https://docs.getdbt.com/docs/configuring-models

# In this example config, we tell dbt to build all models in the example/ directory
# as tables. These settings can be overridden in the individual model files
# using the `{{ config(...) }}` macro.
models:
  fivetran_dbt:
  zendesk:
    intermediate:
    sla_policy:
    ticket_history:
  zendesk_source:
  jira:  
  jira_source:
  stripe:
  stripe_source:
  
vars:
  using_schedules: False
  jira_database: dkall
  jira_schema: jira
  #jira:
  #  issue_field_history_columns: ['the', 'list', 'of', 'field', 'names']
  stripe_source:
    stripe_database: dkall
    stripe_schema: stripe
  stripe_database: dkall
  stripe_schema: stripe
  stripe__subscription_history: True
  stripe_source:
    using_invoice_line_sub_filter: false
  stripe__charge_metadata: ['extras', 'product', 'userid'] # Note: this is case-SENSITIVE and must match the casing of the property as it appears in the JSON
  stripe__invoice_metadata: ['extras', 'product', 'userid'] 
  #stripe__payment_intent_metadata: ['the', 'list', 'of', 'property', 'fields'] 
  #stripe__payment_method_metadata: ['the', 'list', 'of', 'property', 'fields'] 
  #stripe__payout_metadata: ['the', 'list', 'of', 'property', 'fields'] 
  #stripe__plan_metadata: ['the', 'list', 'of', 'property', 'fields'] 
  #stripe__refund_metadata: ['the', 'list', 'of', 'property', 'fields'] 
  stripe__subscription_metadata: ['extras', 'userid'] 
  stripe__customer_metadata: ['userid'] 
  zendesk_source:
    zendesk_database: dkall
    zendesk_schema: zendesk
  zendesk:
    ticket_field_history_timeframe_years: 1

[nir@dba-dev fivetran_dbt]$ cat packages.yml 
packages:
  - package: fivetran/zendesk_source
    version: ["">=0.7.0"", ""<0.8.0""]
  - package: fivetran/zendesk
    version: ["">=0.9.0"", ""<0.10.0""]
  - package: fivetran/jira_source
    version: ["">=0.4.0"", ""<0.5.0""]
  - package: fivetran/jira
    version: ["">=0.8.0"", ""<0.9.0""]
  - package: fivetran/stripe_source
    version: ["">=0.7.0"", ""<0.8.0""]
  - package: fivetran/stripe
    version: ["">=0.7.0"", ""<0.8.0""]
```","2022-09-13 13:58:58.000000 UTC","2022-09-13 14:00:59.000000 UTC","82036810","2024-08-07 21:43:48.014000 UTC"
"1245465489","1371444129","Thanks so much for sharing these details @nbenezri. The declaration of these variables seems accurate 🤔 

I am especially curious since you mentioned the `stripe__customer_metadata: ['userid'] ` works as intended. Are you able to confirm that for the other metadata variables that the fields are included in the JSON object within the source?","2022-09-13 14:06:55.000000 UTC","2022-09-13 14:06:55.000000 UTC","74217849","2024-08-07 21:43:48.014000 UTC"
"1245471631","1371444129","They are. and they are appearing in the staging schema. 

```
dkall=# \d cdp_stg_stripe.stg_stripe__subscription
        Table ""cdp_stg_stripe.stg_stripe__subscription""
         Column          |           Type           | Modifiers 
-------------------------+--------------------------+-----------
 subscription_id         | character varying(256)   | 
 status                  | character varying(256)   | 
 billing                 | character varying(256)   | 
 billing_cycle_anchor    | timestamp with time zone | 
 cancel_at               | timestamp with time zone | 
 is_cancel_at_period_end | boolean                  | 
 canceled_at             | timestamp with time zone | 
 created_at              | timestamp with time zone | 
 current_period_start    | timestamp with time zone | 
 current_period_end      | timestamp with time zone | 
 customer_id             | character varying(256)   | 
 days_until_due          | bigint                   | 
 metadata                | character varying(256)   | 
 start_date              | timestamp with time zone | 
 ended_at                | timestamp with time zone | 
 extras                  | character varying(256)   | 
 userid                  | character varying(256)   | 

dkall=# \d cdp_stripe.stripe__subscription_details
            Table ""cdp_stripe.stripe__subscription_details""
             Column             |           Type           | Modifiers 
--------------------------------+--------------------------+-----------
 subscription_id                | character varying(256)   | 
 customer_id                    | character varying(256)   | 
 customer_description           | character varying(256)   | 
 customer_email                 | character varying(256)   | 
 status                         | character varying(256)   | 
 start_date                     | timestamp with time zone | 
 ended_at                       | timestamp with time zone | 
 billing                        | character varying(256)   | 
 billing_cycle_anchor           | timestamp with time zone | 
 canceled_at                    | timestamp with time zone | 
 created_at                     | timestamp with time zone | 
 current_period_start           | timestamp with time zone | 
 current_period_end             | timestamp with time zone | 
 days_until_due                 | bigint                   | 
 is_cancel_at_period_end        | boolean                  | 
 cancel_at                      | timestamp with time zone | 
 number_invoices_generated      | bigint                   | 
 total_amount_billed            | bigint                   | 
 total_amount_paid              | bigint                   | 
 total_amount_remaining         | bigint                   | 
 most_recent_invoice_created_at | timestamp with time zone | 
 average_invoice_amount         | bigint                   | 
 average_line_item_amount       | bigint                   | 
 avg_num_invoice_items          | bigint                   | 

dkall=# \d cdp_stripe.stripe__subscription_line_items
       Table ""cdp_stripe.stripe__subscription_line_items""
         Column          |           Type           | Modifiers 
-------------------------+--------------------------+-----------
 invoice_id              | character varying(256)   | 
 number                  | character varying(256)   | 
 invoice_created_at      | timestamp with time zone | 
 status                  | character varying(256)   | 
 due_date                | timestamp with time zone | 
 amount_due              | bigint                   | 
 subtotal                | bigint                   | 
 tax                     | bigint                   | 
 total                   | bigint                   | 
 amount_paid             | bigint                   | 
 amount_remaining        | bigint                   | 
 attempt_count           | bigint                   | 
 invoice_memo            | character varying(256)   | 
 invoice_line_item_id    | character varying(256)   | 
 line_item_desc          | character varying(256)   | 
 line_item_amount        | bigint                   | 
 quantity                | bigint                   | 
 period_start            | timestamp with time zone | 
 period_end              | timestamp with time zone | 
 balance_transaction_id  | character varying(256)   | 
 charge_amount           | bigint                   | 
 charge_status           | character varying(256)   | 
 charge_created_at       | timestamp with time zone | 
 customer_description    | character varying(256)   | 
 customer_email          | character varying(256)   | 
 customer_id             | character varying(256)   | 
 subscription_id         | character varying(256)   | 
 subscription_billing    | character varying(256)   | 
 subscription_start_date | timestamp with time zone | 
 subscription_ended_at   | timestamp with time zone | 
 plan_id                 | character varying(256)   | 
 plan_is_active          | boolean                  | 
 plan_amount             | bigint                   | 
 plan_interval           | character varying(256)   | 
 plan_interval_count     | bigint                   | 
 plan_nickname           | character varying(256)   | 
 plan_product_id         | character varying(256)   | 
```","2022-09-13 14:11:20.000000 UTC","2022-09-13 14:16:37.000000 UTC","82036810","2024-08-07 21:43:48.014000 UTC"
"801222523","833268931","Will want to add final model field name changes to release notes","2021-03-17 16:23:23.000000 UTC","2021-03-17 16:23:23.000000 UTC","74217849","2024-08-07 21:43:47.635000 UTC"
"1245542623","1371444129","Hi @nbenezri my apologies as I misread your initial question. I was under the assumption you were unable to replicate the metadata fields in the staging models.

Currently the package only brings the customer metadata fields through to the final model. The other metadata fields are restricted to the staging models. If you are looking to bring other metadata fields through to the final models we can use this issue as a feature and plan to incorporate them in a future release.

For the time being, if you wanted to bring in the metadata fields prior to our feature update I would recommend either one of the following options:
- Create your own model that references the end model produced by the package and join in the metadata fields from the staging model.
- Disable the package model and recreate it in your own project with you metadata fields included.
   - To disable the model you can use the below config.
   - You will then create a model with the same name (`stripe__invoice_line_items`) in your root dbt project and copy/paste the sql used and edit it to your liking.
```yml
models:
  stripe:
     stripe__invoice_line_items:
        +enabled: false
```

You are correct that since the package contents are stored in the `dbt_packages` folder, you are unable to edit them directly. However, you can use one of the options above to customize them to your liking. I hope this helps!","2022-09-13 15:00:22.000000 UTC","2022-09-13 15:00:22.000000 UTC","74217849","2024-08-07 21:43:48.393000 UTC"
"801339896","747880282","Addressed in PR #8 ","2021-03-17 19:09:58.000000 UTC","2021-03-17 19:09:58.000000 UTC","74217849","2024-08-07 21:43:47.635000 UTC"
"801340033","744933593","Addressed in PR #8 ","2021-03-17 19:10:10.000000 UTC","2021-03-17 19:10:10.000000 UTC","74217849","2024-08-07 21:43:47.636000 UTC"
"1246406693","1371444129","Is there a more detailed walkthrough on how to recreate/fork a model to the side? 

**EDIT** I will be more specific, working on the customers model:
1. I've disabled the customers model 
2. I've copied the SQL to `models/`
3. changed `var('customers')` to `ref('stg_stripe__customer')`

I now get 
```
09:23:08  1 of 1 ERROR creating view model cdp.stripe__customer_overview ................. [ERROR in 0.04s]
09:23:08  
09:23:08  Finished running 1 view model, 1 hook in 0 hours 0 minutes and 1.69 seconds (1.69s).
09:23:08  
09:23:08  Completed with 1 error and 0 warnings:
09:23:08  
09:23:08  Compilation Error in model stripe__customer_overview (models/stripe__customer_overview.sql)
09:23:08    'date_timezone' is undefined. This can happen when calling a macro that does not exist. Check for typos and/or install package dependencies with ""dbt deps"".
```

A few questions:
1. how to make those packages available to `models/`?
**A:** `[nir@dba-dev stripe]$ cp macros/date_timezone.sql ../../macros/`
2. how to make variables specific to a certain model?  because I would like to copy `dbt_packages/stripe/dbt_project.yml` I'm my main one so all the SQL I copy will work, and so they won't coliade with other packages/models.
3. how to change the target materialized from a view to a table?
4. how to change the target schema?

copying the dbt_project from dbt_packages doesn't work...
```
  The schema file at models/stripe/dbt_project.yml is invalid because the value of 'models' is not a list
```","2022-09-14 08:15:37.000000 UTC","2022-09-14 12:32:41.000000 UTC","82036810","2024-08-07 21:43:48.419000 UTC"
"1246877905","1371444129","Hi @nbenezri if you wanted to fork the repo and make your changes directly in your own fork that may be easiest. You can then install your fork (with your custom changes) instead of our package. You would use the following syntax in your `packages.yml` to install your forked version of the package.
```yml
packages:
  - git: https://github.com/nbenezri/dbt_stripe.git
    revision: custom-branch
    warn-unpinned: false
```

This way you can make whatever changes you want directly in your own codebase and it will still be installed as a package. This will allow you to circumvent the need for disabling and copy/pasting which can result in a bunch of headache and compilation errors as dbt has a bunch of rules with disabling and having models with the same name.

You make a great point though that it would be helpful for us to possibly put together a guide for customers on how to fork or edit package code if needed.","2022-09-14 14:45:28.000000 UTC","2022-09-14 14:45:51.000000 UTC","74217849","2024-08-07 21:43:48.419000 UTC"
"1247847340","1371444129","Work like a charm! thanks! 
If you want I can share the dbt modifications I did.","2022-09-15 09:37:42.000000 UTC","2022-09-15 09:37:42.000000 UTC","82036810","2024-08-07 21:43:48.420000 UTC"
"1248109671","1371444129","Brilliant! Yeah if you wanted to share your fork I would be happy to take a look. 

We have also had a few individuals in the past open PRs from their forks to contribute the code back into the package. I can look through your updates and if they make sense for the larger user base, we can work to incorporate it!","2022-09-15 13:33:54.000000 UTC","2022-09-15 13:33:54.000000 UTC","74217849","2024-08-07 21:43:48.420000 UTC"
"1248362597","1371444129","[Archive.zip](https://github.com/fivetran/dbt_stripe/files/9577377/Archive.zip)

Repo is private - can't share it. But here are the files.","2022-09-15 16:51:21.000000 UTC","2022-09-15 16:51:21.000000 UTC","82036810","2024-08-07 21:43:48.420000 UTC"
